,TIME,CR_ENV,CR_SAC,CR_TFE,CR_SFY,CR_REG,CR_QMF,CR_ECV,CR_USB,CR_RLB,CR_INF,CR_SCL
0,0,0.3752734375,1,1,0.9999983333361111,0.8440000000000001,0.8333333333333334,0.6531986531986458,0.8866666666666667,0.865,0.82,0.7973170518786109
1,1,0.3747737329594892,0.9879044330651641,0.9866979246528902,0.996665005558324,0.8430000000000001,0.6666666666666666,0.6528534511784444,0.8836666666666667,0.86425,0.81925,0.7921549624186076
2,2,0.374024045724352,0.9758575355956185,0.9734899102382399,0.993331677780537,0.8424,0.6666666666666666,0.6525082491582425,0.88,0.8632500000000001,0.8187500000000001,0.7867241081610109
3,3,0.3735243421294372,0.9638590144309584,0.9596649042220036,0.9899983500027499,0.8413999999999999,0.8333333333333334,0.6521630471380405,0.8770000000000001,0.86225,0.8180000000000001,0.7812097003128498
4,4,0.37302464211707564,0.9519085787605287,0.9466461281780606,0.9866650222249629,0.8406,0.6666666666666666,0.6518178417508355,0.874,0.8614999999999999,0.817,0.7760851847028989
5,5,0.3722749532828853,0.9400059400999309,0.9338310780350071,0.9833316944471758,0.8396000000000001,0.75,0.6514726363636293,0.8703333333333334,0.8602500000000001,0.81625,0.7701230870880885
6,6,0.37202525423569716,0.9281508122678058,0.9209923968946993,0.9799983666693888,0.8392000000000002,0.8333333333333334,0.6511274343434277,0.8673333333333334,0.8594999999999999,0.8157500000000001,0.7653112146045657
7,7,0.37152555249190056,0.9163429113628991,0.9082421308051937,0.9766650388916018,0.8382,0.8333333333333334,0.6507822323232261,0.8643333333333333,0.8585,0.8150000000000001,0.7598508846769104
8,8,0.37077585437217225,0.9045819557413993,0.8948917773966611,0.9733317111138148,0.8374,0.6666666666666666,0.6504370303030236,0.8606666666666666,0.8575000000000002,0.8145000000000001,0.7542180273679164
9,9,0.3702761675317751,0.8928676659945427,0.8823194475763381,0.9699983833360277,0.8366000000000001,0.6666666666666666,0.6500918282828214,0.8576666666666667,0.857,0.8140000000000001,0.7491578656613237
10,10,0.3697764703741945,0.8811997649264873,0.8698323312155355,0.9666650555582407,0.8358000000000001,0.75,0.638144004629626,0.8546666666666667,0.85625,0.8130000000000001,0.74439396467491
11,11,0.3692767704740163,0.8695779775324495,0.8574294106968313,0.9633317277804536,0.8348,0.75,0.6378049669312127,0.851,0.855,0.8122499999999999,0.7384319674554001
12,12,0.3685270883504895,0.8580020309770945,0.8451096837601154,0.9599984000026666,0.8342,0.8333333333333334,0.6374659292328002,0.848,0.8542500000000001,0.8115,0.733409756100885
13,13,0.36802738938731555,0.8464716545731912,0.8322058775632827,0.9566650722248795,0.8331999999999999,0.75,0.6371268915343866,0.8450000000000001,0.85325,0.811,0.7281244360816567
14,14,0.36752769411165487,0.8349865797605066,0.8200536294151716,0.9533317444470925,0.8324,0.8333333333333334,0.6367878538359754,0.8413333333333334,0.8522500000000001,0.81025,0.7228598572203412
15,15,0.3667780102694793,0.8235465400849603,0.8080947080999593,0.9499984166693055,0.8314,0.8333333333333334,0.6364488128306839,0.8383333333333334,0.8515,0.8095000000000001,0.7178761535685244
16,16,0.36627831595018046,0.8121512711780138,0.7961019697227283,0.9466650888915185,0.8308000000000001,0.8333333333333334,0.6361097751322703,0.8353333333333334,0.8505,0.8089999999999999,0.7125381160388087
17,17,0.36602861881680904,0.8008005107363102,0.7841875876860781,0.9433317611137314,0.83,0.8333333333333334,0.6357707341269794,0.8313333333333333,0.8495,0.80775,0.7070341195228795
18,18,0.36527892541383317,0.7894939985015439,0.7717042713996778,0.9399984333359444,0.8291999999999999,0.6666666666666666,0.6354316964285674,0.8283333333333333,0.84875,0.8069999999999999,0.7023694476694623
19,19,0.3647792435477647,0.7782314762405722,0.7599476756790181,0.9366651055581573,0.8284,0.6666666666666666,0.6350926587301542,0.8253333333333334,0.84775,0.80625,0.6971617803919797
20,20,0.364279549421443,0.7670126877257524,0.7482666863117203,0.9333317777803702,0.8276000000000001,0.75,0.6347536210317412,0.8216666666666667,0.8467499999999999,0.8057500000000001,0.691611049454414
21,21,0.36352985578120217,0.7558373787155137,0.7366604281198199,0.9299984500025832,0.8266000000000001,0.8333333333333334,0.6344145833333289,0.8186666666666667,0.84575,0.805,0.6864398431450947
22,22,0.36303017704484414,0.7447052969351489,0.7251280386098928,0.9266651222247962,0.8258,0.75,0.6340755456349161,0.8156666666666667,0.8447499999999999,0.8045000000000001,0.6815527756611174
23,23,0.36253048434005714,0.7336161920578311,0.7130410782010878,0.9233317944470092,0.825,0.75,0.6337365079365033,0.8119999999999999,0.844,0.804,0.6764076138014693
24,24,0.36178079204583835,0.7225698156858518,0.7016574790146052,0.9199984666692221,0.8242,0.75,0.6333974669312122,0.809,0.843,0.803,0.6711802797204722
25,25,0.36128111484334546,0.7115115518742176,0.6904582310665328,0.9149984750025414,0.8232000000000002,0.75,0.6330584259259215,0.806,0.8422499999999999,0.8022500000000001,0.6660551410596494
26,26,0.36078142347945563,0.7005501034345802,0.679216438954941,0.9116651472247543,0.8226,0.6666666666666666,0.6327193882275084,0.8023333333333333,0.8415,0.8015000000000001,0.661228544249286
27,27,0.3602817325969919,0.6896306485004915,0.6680443453518277,0.9083318194469673,0.8216,0.75,0.6323803505290966,0.7993333333333332,0.8407499999999999,0.801,0.6563993963344481
28,28,0.3597820421207971,0.678752946216503,0.6563312859566875,0.9049984916691802,0.8210000000000001,0.75,0.6320413128306835,0.7963333333333332,0.8395,0.8002499999999999,0.6509577491104469
29,29,0.35928236689073945,0.6679167575655661,0.6452996194716406,0.9016651638913932,0.8200000000000001,0.8333333333333334,0.6317022751322707,0.7926666666666667,0.8384999999999999,0.7995,0.645642474328108
30,30,0.358782677337405,0.6571218453515253,0.6343352751198928,0.8983318361136061,0.8194000000000001,0.6666666666666666,0.6202866861598424,0.7896666666666666,0.83775,0.7985,0.6411285505339661
31,31,0.3580329882617449,0.646367974181813,0.6234374957275685,0.8949985083358192,0.8184,0.6666666666666666,0.6199535964912258,0.7866666666666666,0.83675,0.798,0.6360851788431459
32,32,0.35753331447454284,0.6356549104503365,0.6126055346693733,0.8916651805580321,0.8176,0.8333333333333334,0.6196205068226099,0.7829999999999999,0.8360000000000001,0.79725,0.6310658132907468
33,33,0.3570336263157895,0.6249824223205637,0.6012455284350783,0.8883318527802451,0.8168000000000001,0.6666666666666666,0.6192874171539946,0.7799999999999999,0.835,0.7965,0.6259635343775358
