Time,Durability,Digital_Reliability,Weather_Resilience,Pollution,Reliability_Criterion
1,0.3,0.2,0.4,0.6,0.375
2,0.324385287749643,0.25718610788259494,0.41902717589696936,0.5822673201291049,0.395716472914578
3,0.34758129098202023,0.3093929340763728,0.4379777360721248,0.5650587201505493,0.4150026703202668
4,0.3696460117874711,0.3574185586804946,0.45677537330812307,0.5483587111627369,0.43304966373470644
5,0.3906346234610091,0.4018833419727278,0.4753443961543238,0.5321522620302944,0.4500036559045888
6,0.41059960846429755,0.44327906486489865,0.49361003370954615,0.5164247858550347,0.46597837322344426
7,0.42959088965914105,0.48200217754744135,0.5114987366980983,0.5011621268467632,0.481063482687861
8,0.44765595514064327,0.5183769506373022,0.5289384736267515,0.4863505475821122,0.4953304817467023
9,0.4648399769821803,0.5526719989412714,0.5458590208301406,0.47197671663993207,0.5088369283483811
10,0.4811859241891133,0.5851123317034369,0.5621922452366793,0.45802769660211184,0.5216295494328353
11,0.4967346701436833,0.6158883083359672,0.5778723787163922,0.4444909324090307,0.5337465724012683
12,0.5115250948097567,0.6451624068376264,0.5928362829059618,0.4313542400591557,0.5452195061531251
13,0.5255941819529868,0.673074416218562,0.6070237034446336,0.4186057956426186,0.5560745243147003
14,0.5389771116194919,0.6997454737610624,0.62037751259726,0.4062341246988988,0.5663335556691783
15,0.5517073481042953,0.7252812424123398,0.632843939287527,0.394228091889034,0.5760151554232991
16,0.5638167236294926,0.7497744391244932,0.6443727856151007,0.38257689097306397,0.5851352098355376
17,0.5753355179413893,0.7733068670164618,0.6549176289848544,0.3712700350836845,0.5937075122565975
18,0.5862925340256366,0.79595106380617,0.6644360090342747,0.3602973472873595,0.6017442385383601
19,0.5967151701297004,0.8177716503086949,0.6728895986063554,0.3496489514243938,0.6092563426172861
20,0.6066294882727494,0.838826442195457,0.680244358079532,0.3393152632197222,0.6162538879418651
21,0.6160602794142789,0.8591673732008658,0.6864706724332221,0.3292869816564159,0.6227463266761957
22,0.6250311254444223,0.8788412668946604,0.6915434704970624,0.3195550806041383,0.6287427358600709
23,0.6335644581509603,0.8978904858834085,0.6954423259036624,0.31011080069501956,0.6342520176582627
24,0.6416816153104734,0.9163534810834608,0.6981515393383763,0.3009456414396333,0.639283069292986
25,0.649402894043899,0.9342652589732694,0.6996602017549024,0.292051353575983,0.6438449270870135
26,0.656747601569905,0.9516577810972209,0.6999622383021625,0.2834199316446088,0.6479468881534743
27,0.6637341034829938,0.9685603072772386,0.6990564327855827,0.2750436067831341,0.6515986125822373
28,0.6703798696770542,0.9849996917901074,0.6969464325642798,0.2669148397337647,0.6548102084413016
29,0.6767015180291968,1.001000640039404,0.6936407338644337,0.2590263140574478,0.6575923014976206
30,0.6827148559531011,1.0165859318813604,0.6891526475679826,0.25137092954858337,0.6599560912377569
31,0.6884349199257851,1.0317766166719344,0.6835002456144006,0.2439417958443595,0.66191339451412
32,0.6938760130866284,1.0465921842261572,0.6767062882313744,0.23673222622296067,0.6634766779417801
33,0.6990517410026723,1.0610507151735937,0.6687981322874008,0.22973573158506722,0.6646590800121834
34,0.703975045689623,1.07516901361971,0.6598076211353316,0.2229460146132274,0.665474423764473
35,0.7086582379736327,1.0889627245545292,0.6497709563904315,0.21635696410384697,0.66593722075561
36,0.7131130282747774,1.1024464380657644,0.6387285521592496,0.20996264946669319,0.6660626669916211
37,0.7173505558892067,1.1156337820970295,0.6267248723062775,0.20375731538696346,0.6658666314198692
38,0.7213814168431862,1.1285375052296078,0.6138082514136588,0.19773537664511345,0.6653656375328916
39,0.7252156903886824,1.141169550748307,0.6000307001548875,0.19189141308978236,0.6645768385954148
40,0.7288629642067432,1.1535411230699486,0.5854476958661816,0.186220164759291,0.6635179869755412
41,0.7323323583816936,1.1656627474604602,0.5701179591588312,0.18071652714732128,0.6622073980370765
42,0.7356325482060979,1.177544323838168,0.554103217472022,0.17537554660851565,0.6606639090312009
43,0.738771785873509,1.189195175352429,0.5374679565182232,0.17019241589986223,0.6589068334110059
44,0.7417579211132515,1.2006240923348455,0.5202791606219841,0.16516246985385138,0.656955910980983
45,0.744598420818833,1.2118393721421372,0.5026060429977007,0.16028118117951023,0.6548312542845454
46,0.7473003877190678,1.222848855343055,0.48451976705242894,0.15554415638753494,0.6525532916255217
47,0.7498705781385981,1.233659958644662,0.4660931598359623,0.1509471318358539,0.650142707113769
48,0.7523154188922252,1.2442797049043026,0.447400418792005,0.14648596989206225,0.6476203781201488
49,0.7546410233552938,1.254714750531424,0.42851681299125477,0.14215665520927306,0.6450073105218114
50,0.7568532067503148,1.2649714105470042,0.4095183800494203,0.1379552911120343,0.6423245721146934
51,0.7589575006880506,1.2750556815368328,0.3904816199505797,0.13387809608905787,0.6395932245661302
52,0.7609591669994233,1.2849732627075592,0.3714831870087452,0.12992140038960423,0.636834254276333
53,0.762863210892833,1.2947295752306276,0.352599581207995,0.12608164272045883,0.6340685025129786
54,0.7646743934697853,1.304329780038492,0.3339068401640379,0.12235536704052807,0.6313165951782108
55,0.7663972436301252,1.3137787942193757,0.3154802329475711,0.11873921945016883,0.6285988725618102
56,0.7680360693966461,1.3230813061409548,0.2973939570022994,0.11522994517245247,0.6259353194280881
57,0.7695949686873911,1.3322417894194278,0.2797208393780159,0.11182438562364598,0.6233454957771201
58,0.7710778395625808,1.3412645158381522,0.26253204348177694,0.10851947557027326,0.6208484686131958
59,0.7724883899717964,1.3501535673092366,0.2458967825279781,0.10531224037019811,0.6184627450448023
60,0.7738301470257838,1.3589128469619283,0.22988204084116884,0.10219979329524566,0.6162062070310317
61,0.775106465816068,1.367546089433188,0.21455230413381846,0.09917933293295193,0.6140960480790065
62,0.7763205378044296,1.3760568704283618,0.19996929984511258,0.09624814066510368,0.6121487121857518
63,0.777475398803221,1.3844486156132056,0.18619174858634116,0.0934035782207984,0.6103798353058916
64,0.7785739365664799,1.3927246088926073,0.17327512769372258,0.09064308530182251,0.608804189613658
65,0.779618898010817,1.4008880001260744,0.1612714478407504,0.08796417727821008,0.607435630813963
66,0.780612896084139,1.4089418123253588,0.15022904360956865,0.08536444295190815,0.6062870487427436
67,0.78155841629938,1.416888948375371,0.1401923788646684,0.0828415423865357,0.6053703214814888
68,0.7824578229495776,1.424732197315783,0.13120186771259923,0.080393204801283,0.6046962731948108
69,0.783313365019837,1.4324742402173276,0.12329371176862564,0.07801722652705555,0.6042746358832114
70,0.7841271818109661,1.4401176556837856,0.11649975438559951,0.07571146902302327,0.6041140152258435
71,0.7849013082888407,1.4476649250079014,0.11084735243201738,0.07347385695178914,0.6042218606701372
72,0.7856376801728803,1.4551184370070358,0.1063592661355664,0.07130237631144579,0.6046044399067321
73,0.7863381387763537,1.4624804925621244,0.10305356743572025,0.0691950726228375,0.6052668178492591
74,0.7870044356106223,1.4697533088815313,0.10094356721441733,0.06715004917039732,0.606212840219242
75,0.7876382367648302,1.4769390235095607,0.10003776169783751,0.0651654652949748,0.6074451218168009
76,0.7882411270719955,1.4840396980977624,0.10033979824509764,0.0632395347371186,0.6089650395379934
77,0.7888146140719172,1.491057321955677,0.10184846066162379,0.061370524029322485,0.6107727301796351
78,0.7893601317808114,1.4979938153963226,0.1045576740963376,0.05955675093578739,0.6128670930523148
79,0.7898790442770978,1.5048510328904965,0.10845652950293755,0.057796582938295815,0.615245797402207
80,0.7903726491123065,1.5116307660428565,0.11352932756677786,0.05608843576683508,0.617905294622194
81,0.7908421805556329,1.5183347464017316,0.119755641920468,0.054430771973647506,0.62084083521287
82,0.7912888126802533,1.5249646481136825,0.12711040139364455,0.05282209954942355,0.6240464904342511
83,0.7917136622991194,1.5315220904329967,0.13556399096572547,0.05126097058039274,0.6275151785695585
84,0.7921177917575728,1.5380086400955262,0.1450823710151457,0.04974597994510362,0.631238695703337
85,0.7925022115897611,1.5444258135655748,0.1556272143848993,0.04827576404971946,0.6352077508974886
86,0.7928678830455004,1.550775079163897,0.16715606071247305,0.0468489996006919,0.6394120056306406
87,0.7932157204938995,1.5570578590842743,0.1796224874027401,0.045464402413707285,0.6438401173486553
88,0.7935465937097601,1.5632755313056022,0.1929762965553664,0.04412072625783426,0.6484797869571407
89,0.7938613300484658,1.5694294314059158,0.20716371709403816,0.04281676173383165,0.6533178100705629
90,0.7941607165148022,1.5755208542843264,0.22212762128360797,0.041551335185607594,0.6583401318170861
91,0.7944455017308789,1.5815510557964274,0.2378077547633208,0.04032330764384987,0.6635319049836192
92,0.7947163978080737,1.5875212543083281,0.2541409791698594,0.039131573800876514,0.6688775512717844
